timestamp,@GV.HRR_kWLastMinAve,@GV.HRR_kVAR,@GV.HRR_kW,@GV.SD_04,@GV.SD_05,@GV.SD_38,@GV.primaryLovatoReadings.EqvPowerFactor,@GV.primaryLovatoReadings.EqvActivePower,@GV.primaryLovatoReadings.EqvReactivePower,@GV.primaryLovatoReadings.L1PhaseVoltage,@GV.primaryLovatoReadings.L2PhaseVoltage,@GV.primaryLovatoReadings.L3PhaseVoltage,@GV.HRR_WTCorrectedWindSpeed,@GV.primaryLovatoReadings.L1Current,@GV.primaryLovatoReadings.L2Current,@GV.primaryLovatoReadings.L3Current,@GV.HRR_GeneratorWindingTemp,@GV.HRR_NacelleAirTemp,@GV.HRR_OutsideAirTemp,@GV.HRR_GearboxOilTemp,@GV.HRR_GeneratorWindingTemp
2013-04-15 16:08:25.258000,652,-156,605,0,0,0,9679,6054,-1568,24985,24900,24857,87,884,859,863,938,160,107,641,938
2013-04-15 16:08:42.082000,674,-215,673,0,0,0,9613,7299,-2158,24971,24902,24852,107,962,934,938,935,158,108,638,935
2013-04-15 16:08:59.007000,661,-124,416,0,0,0,9779,5272,-1242,24939,24863,24823,84,756,733,737,937,159,107,642,937
2013-04-15 16:09:16.031000,640,-169,624,0,0,0,9650,6241,-1694,24939,24885,24836,86,846,822,814,938,159,108,636,938
2013-04-15 16:09:32.655000,603,-169,511,0,0,0,9720,5118,-1235,24978,24899,24878,79,696,738,676,935,159,108,641,935
2013-04-15 16:09:49.439000,505,-67,335,0,0,0,9801,3354,-678,24892,24831,24801,70,440,429,420,932,158,107,641,932
2013-04-15 16:10:06.404000,518,-169,697,0,0,0,9647,6237,-1699,25036,24937,24907,100,900,875,879,930,160,108,640,930
2013-04-15 16:10:23.428000,520,-192,563,0,0,0,9689,6757,-1929,25050,24968,24917,98,916,893,896,927,159,107,638,927
2013-04-15 16:10:40.152000,576,-201,621,0,0,0,9654,6944,-2015,25042,24955,24917,97,892,868,896,927,161,107,640,927
2013-04-15 16:10:56.876000,656,-177,636,0,0,0,9635,6362,-1771,25075,24986,24931,134,1071,1038,1040,926,162,108,640,926
2013-04-15 16:12:03.873000,683,-196,682,0,0,0,9611,6828,-1962,25059,24967,24932,98,956,932,934,932,169,107,639,932
2013-04-15 16:12:20.897000,650,-166,621,0,0,0,9657,6213,-1667,25062,24967,24918,85,934,908,911,934,165,107,641,934
2013-04-15 16:12:37.721000,616,-79,397,0,0,0,9806,3977,-793,24976,24899,24870,79,564,553,546,932,168,108,640,932
2013-04-15 16:12:54.646000,593,-121,625,0,0,0,9647,5162,-1211,24958,24882,24830,83,804,783,781,930,165,107,641,930
2013-04-15 16:13:11.370000,566,-179,685,0,0,0,9608,6486,-1975,24971,24876,24837,95,986,958,929,929,163,107,642,929
2013-04-15 16:13:28.194000,566,-156,599,0,0,0,9676,5994,-1563,24953,24866,24809,97,829,783,809,928,162,106,641,928
2013-04-15 16:13:45.118000,582,-132,531,0,0,0,9703,5312,-1322,24918,24841,24806,86,780,758,760,925,163,106,641,925
2013-04-15 16:14:01.842000,574,-199,696,0,0,0,9611,6961,-1998,24917,24839,24784,89,886,865,868,923,164,106,639,923
2013-04-15 16:14:19.067000,570,-182,495,0,0,0,9738,6496,-1821,24923,24843,24812,90,765,745,734,922,165,107,641,922
2013-04-15 16:14:35.891000,541,-109,479,0,0,0,9750,4795,-1092,24817,24825,24772,79,732,713,472,920,164,106,640,920
2013-04-15 16:14:52.816000,574,-165,622,0,0,0,9663,6225,-1658,24919,24790,24774,99,878,850,902,918,164,106,641,918
2013-04-15 16:15:10.140000,556,-77,380,0,0,0,9798,3800,-775,24805,24790,24712,65,544,528,523,919,165,107,639,919
2013-04-15 16:16:17.137000,557,-181,743,0,0,0,9581,6399,-1817,24884,24807,24756,107,904,888,886,910,162,107,638,910
2013-04-15 16:16:33.961000,639,-240,795,0,0,0,9514,7685,-2404,24900,24820,24753,109,1074,1046,1057,909,159,106,640,909
2013-04-15 16:16:50.885000,702,-261,811,0,0,0,9516,8112,-2619,24900,24851,24786,110,1174,1147,963,913,161,107,640,913
2013-04-15 16:17:07.810000,744,-279,846,0,0,0,9496,8460,-2790,24940,24856,24784,110,1141,1112,1122,915,164,107,641,915
2013-04-15 16:17:24.534000,761,-208,713,0,0,0,9598,7139,-2084,24942,24834,24785,114,1183,1150,1160,919,161,107,641,919
2013-04-15 16:17:41.258000,742,-226,606,0,0,0,9662,7285,-2261,24928,24842,24782,121,1064,1038,1046,922,161,108,641,922
2013-04-15 16:17:57.882000,735,-167,613,0,0,0,9650,6134,-1670,24921,24810,24763,137,953,922,1002,924,162,107,642,924
2013-04-15 16:18:14.516000,692,-147,563,0,0,0,9675,5638,-1477,24833,24777,24726,140,641,627,631,928,160,108,642,928
2013-04-15 16:18:31.099000,683,-166,613,0,0,0,9649,6132,-1667,24951,24855,24802,126,1072,1041,1057,928,162,106,643,928
2013-04-15 16:18:47.954000,687,-221,739,0,0,0,9584,6114,-2210,24901,24818,24769,102,736,718,908,931,162,107,642,931
2013-04-15 16:19:07.582000,660,-137,521,0,0,0,9733,5447,-1371,24882,24818,24748,81,783,766,770,933,161,108,642,933
2013-04-15 16:19:24.506000,656,-277,713,0,0,0,9602,8396,-2073,24911,24808,24764,104,1078,1048,964,933,160,106,643,933
2013-04-15 16:19:45.036000,661,-182,659,0,0,0,9638,6599,-1824,24903,24835,24780,90,747,729,730,932,162,108,642,932
2013-04-15 16:20:01.960000,644,-212,606,0,0,0,9661,7163,-2127,24924,24835,24793,87,888,861,863,933,162,108,642,933
2013-04-15 16:20:18.784000,654,-155,590,0,0,0,9668,5900,-1556,24916,24857,24792,89,834,813,806,933,162,107,641,933
2013-04-15 16:20:35.608000,608,-174,647,0,0,0,9653,6477,-1748,24924,24868,24816,98,865,840,850,932,161,108,644,932
2013-04-15 16:20:52.433000,588,-77,371,0,0,0,9790,3716,-771,24871,24827,24771,61,658,638,643,931,159,107,643,931
2013-04-15 16:21:09.257000,533,-79,393,0,0,0,9802,3933,-792,24853,24802,24760,75,599,584,585,927,164,107,642,927
2013-04-15 16:21:26.081000,517,-145,568,0,0,0,9687,4900,-1454,24885,24859,24803,83,727,702,682,923,164,107,643,923
2013-04-15 16:21:43.005000,492,-193,676,0,0,0,9612,6768,-1939,24924,24865,24803,94,852,823,834,920,165,107,642,920
2013-04-15 16:21:59.729000,566,-201,697,0,0,0,9608,6977,-2010,25001,24924,24869,136,1064,1029,1042,919,165,107,642,919
2013-04-15 16:22:16.353000,643,-253,798,0,0,0,9555,8039,-2534,24987,24881,24831,120,1319,1280,1300,918,165,106,641,918
2013-04-15 16:22:33.177000,688,-159,606,0,0,0,9673,6065,-1592,24931,24886,24836,111,922,893,839,921,164,107,642,921
2013-04-15 16:22:49.902000,710,-215,723,0,0,0,9583,7235,-2155,24999,24902,24851,113,1139,1101,1119,923,165,107,640,923
2013-04-15 16:23:10.441000,720,-193,726,0,0,0,9586,6824,-2159,24990,24877,24830,108,1055,1026,1198,926,164,107,643,926
2013-04-15 16:23:27.656000,720,-227,646,0,0,0,9590,7531,-2279,24972,24912,24855,107,906,879,887,929,162,107,641,929
2013-04-15 16:23:44.680000,755,-206,701,0,0,0,9591,7011,-2066,25029,24932,24892,126,1087,821,1068,931,166,105,645,931
2013-04-15 16:24:01.705000,747,-243,783,0,0,0,9550,7834,-2432,25009,24936,24877,114,998,970,980,932,169,106,641,932
2013-04-15 16:24:18.529000,703,-120,508,0,0,0,9732,5089,-1201,24931,24869,24830,78,673,652,654,935,168,106,640,935
2013-04-15 16:24:35.253000,612,-89,458,0,0,0,9773,4233,-898,24926,24873,24829,65,605,589,588,934,169,106,643,934
2013-04-15 16:24:51.977000,545,-233,770,0,0,0,9569,7706,-2337,24990,24915,24879,92,844,817,822,929,166,106,645,929
2013-04-15 16:25:08.801000,547,-225,737,0,0,0,9563,7379,-2255,25021,24936,24899,108,1009,978,986,929,165,106,645,929
2013-04-15 16:25:25.525000,574,-143,515,0,0,0,9718,5683,-1436,24928,24864,24828,91,647,627,628,929,168,107,644,929
2013-04-15 16:25:42.350000,595,-97,449,0,0,0,9774,4493,-970,24920,24882,24857,67,751,728,594,926,166,106,643,926
2013-04-15 16:25:59.074000,598,-176,644,0,0,0,9644,6444,-1765,24993,24912,24854,83,1015,728,996,926,164,106,644,926
2013-04-15 16:26:15.798000,588,-219,732,0,0,0,9580,7327,-2190,25014,24927,24890,89,1019,988,998,923,165,105,641,923
2013-04-15 16:26:32.822000,609,-81,434,0,0,0,9777,3982,-814,24899,24847,24795,78,536,523,519,923,162,108,644,923
2013-04-15 16:26:49.546000,615,-214,562,0,0,0,9701,7253,-2149,25024,24936,24897,98,1019,990,998,923,164,107,644,923
2013-04-15 16:27:06.871000,620,-243,731,0,0,0,9563,7717,-2436,25041,24956,24909,126,1064,1030,1040,922,162,106,642,922
2013-04-15 16:27:24.196000,649,-259,803,0,0,0,9536,8048,-2591,25013,24911,24872,116,1094,1058,1067,924,161,107,643,924
2013-04-15 16:27:49.032000,743,-199,886,0,0,0,9476,6910,-1998,25009,24921,24871,121,1223,1188,1152,927,160,106,645,927
2013-04-15 16:28:06.156000,746,-193,667,0,0,0,9604,6673,-1935,25028,24915,24875,100,1137,1101,1113,930,162,104,645,930
2013-04-15 16:28:22.880000,734,-170,652,0,0,0,9622,6334,-1708,24996,24915,24874,104,961,935,937,932,162,105,645,932
2013-04-15 16:28:39.705000,697,-163,614,0,0,0,9661,6142,-1638,24997,24906,24860,89,833,811,871,933,162,106,643,933
2013-04-15 16:28:56.198000,663,-190,665,0,0,0,9661,6650,-1900,24969,24890,24846,98,854,830,832,934,162,106,646,934
2013-04-15 16:29:13.153000,623,-103,458,0,0,0,9752,4586,-1039,24921,24848,24818,74,657,638,637,932,164,105,646,932
2013-04-15 16:29:30.478000,561,-121,504,0,0,0,9721,5045,-1216,24915,24857,24819,76,630,611,609,930,162,106,642,930
2013-04-15 16:29:47.302000,512,-78,381,0,0,0,9792,3817,-789,24922,24853,24832,79,670,646,651,928,164,107,647,928
2013-04-15 16:31:54.184000,644,-218,732,0,0,0,9580,7322,-2189,24796,24712,24665,101,1020,988,934,924,165,107,646,924
2013-04-15 16:32:16.917000,675,-236,770,0,0,0,9557,7515,-2364,24809,24695,24660,122,874,843,1173,927,163,107,646,927
2013-04-15 16:33:03.684000,734,-163,605,0,0,0,9654,6052,-1632,24895,24810,24765,82,670,650,804,933,162,105,647,933
2013-04-15 16:33:24.214000,664,-236,754,0,0,0,9542,7542,-2365,24915,24855,24810,117,935,905,918,932,166,107,645,932
2013-04-15 16:33:41.739000,656,-224,575,0,0,0,9668,7222,-2240,24875,24831,24781,112,802,776,788,933,162,106,641,933
2013-04-15 16:34:48.475000,733,-211,707,0,0,0,9582,7071,-2112,24971,24900,24856,122,1208,1169,1187,938,161,106,647,938
2013-04-15 16:35:48.721000,734,-205,646,0,0,0,9630,6799,-2053,24924,24870,24812,140,1000,969,981,946,165,108,645,946
2013-04-15 16:37:05.832000,720,-147,579,0,0,0,9689,5795,-1477,24832,24809,24754,89,629,607,617,952,164,107,650,952
2013-04-15 16:37:22.656000,675,-167,612,0,0,0,9646,6127,-1675,24869,24838,24772,73,817,791,807,951,164,108,651,951
2013-04-15 16:37:39.381000,652,-217,705,0,0,0,9578,7183,-2174,24866,24829,24759,126,902,873,888,946,163,105,651,946
2013-04-15 16:37:55.934000,646,-258,791,0,0,0,9507,7916,-2582,24881,24861,24778,123,1157,1124,867,948,160,106,650,948
2013-04-15 16:38:12.728000,690,-235,751,0,0,0,9542,7514,-2358,24890,24842,24787,116,968,934,867,948,160,107,649,948
2013-04-15 16:38:29.453000,740,-235,789,0,0,0,9531,7535,-2353,24902,24858,24785,117,1014,984,1003,948,161,106,651,948
2013-04-15 16:38:46.177000,757,-227,745,0,0,0,9562,7455,-2279,24876,24841,24777,105,1010,979,889,951,160,107,646,951
2013-04-15 16:39:34.847000,718,-205,703,0,0,0,9597,7032,-2057,24892,24855,24772,114,1011,980,1000,957,159,105,652,957
2013-04-15 16:39:59.582000,731,-204,782,0,0,0,9553,6323,-2042,24904,24849,24768,95,976,946,1061,957,160,106,652,957
2013-04-15 16:40:16.506000,696,-128,531,0,0,0,9719,5310,-1284,24855,24834,24763,89,768,745,759,959,160,105,651,959
2013-04-15 16:40:33.331000,660,-177,635,0,0,0,9629,6355,-1779,24879,24829,24765,104,843,817,829,957,160,106,652,957
2013-04-15 16:40:50.055000,644,-190,661,0,0,0,9610,6610,-1900,24902,24849,24780,104,1038,1010,1023,955,159,106,652,955
2013-04-15 16:41:06.779000,647,-172,687,0,0,0,9613,6288,-1724,24893,24836,24777,96,901,874,888,955,159,106,651,955
2013-04-15 16:41:23.603000,645,-133,529,0,0,0,9696,5293,-1334,24824,24827,24774,89,830,804,670,954,160,106,650,954
2013-04-15 16:41:40.327000,631,-204,706,0,0,0,9606,7065,-2043,24904,24828,24778,92,1014,982,997,954,159,107,650,954
2013-04-15 16:41:57.151000,639,-190,732,0,0,0,9585,6635,-1908,24880,24834,24778,106,976,944,997,953,160,105,652,953
2013-04-15 16:42:14.076000,642,-148,575,0,0,0,9685,5756,-1480,24871,24805,24756,91,811,784,928,951,159,106,650,951
2013-04-15 16:42:30.619000,672,-165,617,0,0,0,9660,6174,-1650,24895,24852,24780,92,1041,1006,1025,951,160,107,651,951
2013-04-15 16:42:47.423000,681,-148,637,0,0,0,9647,5836,-1484,24882,24839,24775,87,922,895,912,951,162,106,651,951
2013-04-15 16:43:07.653000,616,-163,606,0,0,0,9657,6067,-1631,24892,24849,24778,97,895,868,880,948,161,107,649,948
2013-04-15 16:43:24.477000,597,-155,598,0,0,0,9677,5982,-1555,24887,24830,24782,89,893,863,876,947,160,106,647,947
2013-04-15 16:43:42.102000,535,-100,441,0,0,0,9748,4414,-1007,24820,24790,24722,83,667,646,655,944,162,106,652,944
2013-04-15 16:43:58.826000,484,-104,413,0,0,0,9772,4517,-1046,24772,24749,24692,74,580,563,571,940,164,106,650,940
2013-04-15 16:44:15.550000,475,-115,491,0,0,0,9735,4910,-1152,24808,24802,24725,83,752,731,651,936,161,107,650,936
2013-04-15 16:44:32.174000,489,-237,764,0,0,0,9548,7644,-2377,24874,24827,24765,104,960,929,947,933,159,105,650,933
2013-04-15 16:44:48.898000,564,-155,594,0,0,0,9675,5944,-1552,24856,24822,24750,92,836,810,826,930,160,106,649,930
2013-04-15 16:45:05.822000,604,-191,707,0,0,0,9595,6713,-2075,24900,24851,24789,105,1046,1014,1035,930,162,106,649,930
2013-04-15 16:45:22.436000,642,-170,630,0,0,0,9656,6309,-1700,24897,24805,24734,97,882,856,1018,931,162,106,647,931
2013-04-15 16:45:39.170000,659,-202,697,0,0,0,9603,6979,-2026,24882,24835,24772,111,1136,856,1125,931,160,106,649,931
2013-04-15 16:45:55.894000,669,-222,579,0,0,0,9654,7183,-2226,24973,24929,24884,95,768,738,748,931,157,105,650,931
2013-04-15 16:46:12.719000,684,-154,747,0,0,0,9530,5791,-2375,25019,24953,24911,90,933,903,917,932,159,106,650,932
2013-04-15 16:46:29.162000,640,-120,497,0,0,0,9717,4978,-1207,24995,24919,24867,78,706,684,917,933,158,107,650,933
2013-04-15 16:46:45.776000,578,-153,578,0,0,0,9665,5785,-1534,25019,24950,24894,87,818,797,802,931,160,106,650,931
2013-04-15 16:47:53.363000,565,-123,501,0,0,0,9710,5019,-1234,24966,24942,24859,80,726,704,712,923,162,107,649,923
2013-04-15 16:48:09.797000,621,-257,796,0,0,0,9710,7964,-2578,25015,24955,24897,113,982,950,964,922,164,107,647,922
2013-04-15 16:48:26.411000,661,-201,676,0,0,0,9582,6761,-2018,25056,24967,24913,111,979,949,1170,924,164,106,647,924
2013-04-15 16:48:43.075000,690,-211,708,0,0,0,9585,7087,-2113,25055,24966,24902,120,1165,1130,1144,926,164,107,649,926
2013-04-15 16:48:59.759000,715,-261,772,0,0,0,9533,8067,-2613,25033,24989,24920,103,1077,1043,1064,928,164,107,650,928
2013-04-15 16:49:16.353000,731,-225,867,0,0,0,9468,7408,-2944,25050,24994,24923,121,1188,1152,1094,930,163,106,649,930
2013-04-15 16:49:33.107000,712,-161,594,0,0,0,9649,5947,-1618,25016,24973,24915,90,902,875,890,934,164,106,651,934
2013-04-15 16:49:50.231000,677,-162,596,0,0,0,9647,5968,-1626,25019,24970,24907,91,824,799,811,934,163,106,650,934
2013-04-15 16:50:07.056000,648,-243,767,0,0,0,9533,7679,-2432,25036,24984,24923,105,979,949,966,933,161,106,651,933
2013-04-15 16:50:23.880000,644,-260,680,0,0,0,9591,8001,-2608,25042,24980,24920,127,1002,973,984,934,161,107,651,934
2013-04-15 16:50:40.704000,665,-169,608,0,0,0,9632,6081,-1699,25006,24992,24939,119,1051,1018,777,936,159,106,647,936
2013-04-15 16:50:57.428000,693,-198,682,0,0,0,9600,6820,-1988,25048,24981,24924,105,951,922,931,936,159,108,650,936
2013-04-15 16:51:20.361000,688,-180,635,0,0,0,9621,6354,-1800,25003,24960,24897,110,833,808,817,938,159,106,647,938
2013-04-15 16:51:37.185000,690,-225,746,0,0,0,9571,6408,-2258,25065,24991,24921,94,1040,1010,999,938,162,106,650,938
2013-04-15 16:51:54.110000,699,-222,738,0,0,0,9575,7385,-2223,25040,24986,24925,97,1019,990,1003,939,163,105,649,939
2013-04-15 16:52:10.934000,654,-116,489,0,0,0,9729,4895,-1162,25000,24949,24888,87,751,728,738,940,162,106,652,940
2013-04-15 16:52:27.518000,642,-232,833,0,0,0,9499,7568,-2326,25048,24991,24924,120,1161,1128,1150,942,163,106,653,942
2013-04-15 16:52:44.382000,658,-232,702,0,0,0,9579,7020,-2102,25041,24980,24907,93,919,897,905,940,164,107,649,940
2013-04-15 16:53:01.206000,650,-205,695,0,0,0,9588,6951,-2056,25062,24999,24928,97,983,961,969,940,165,106,653,940
2013-04-15 16:53:17.830000,643,-76,413,0,0,0,9766,3500,-763,24962,24917,24853,68,541,528,532,941,169,105,652,941
2013-04-15 16:53:34.424000,588,-76,632,0,0,0,9637,5414,-1750,25017,25018,24951,90,996,528,733,937,165,107,651,937
2013-04-15 16:53:51.278000,550,-225,727,0,0,0,9552,7279,-2258,25042,24980,24906,141,956,932,944,934,164,107,652,934
2013-04-15 16:54:08.002000,590,-237,761,0,0,0,9547,7613,-2371,25054,24993,24918,99,990,967,980,934,164,106,651,934
2013-04-15 16:54:24.826000,678,-217,671,0,0,0,9615,7263,-2174,25054,25000,24920,103,999,975,987,935,166,106,652,935
2013-04-15 16:54:41.280000,728,-200,688,0,0,0,9601,6881,-2007,25023,24974,24899,99,943,919,908,936,163,107,652,936
2013-04-15 16:54:58.074000,702,-167,626,0,0,0,9661,6269,-1674,24996,24958,24884,92,821,801,810,938,165,107,652,938
2013-04-15 16:55:14.998000,668,-175,703,0,0,0,9596,6393,-1756,25061,25010,24931,90,958,930,949,938,164,107,652,938
2013-04-15 16:55:56.859000,646,-210,718,0,0,0,9594,7181,-2107,25041,24989,24919,102,880,856,863,934,169,106,652,934
2013-04-15 16:56:13.683000,650,-199,687,0,0,0,9602,6871,-1995,25058,24989,24923,102,982,954,966,937,169,106,649,937
2013-04-15 16:56:30.507000,657,-209,884,0,0,0,9454,7204,-2098,25067,24997,24940,136,1136,1102,1057,936,167,105,652,936
2013-04-15 16:56:47.331000,711,-198,688,0,0,0,9607,6882,-1989,25032,24975,24909,144,1009,978,995,937,166,107,649,937
2013-04-15 16:57:04.256000,732,-174,638,0,0,0,9646,6386,-1744,25028,24967,24913,115,935,912,919,939,169,106,649,939
2013-04-15 16:57:20.980000,743,-200,686,0,0,0,9616,6889,-2005,25046,24982,24922,110,1099,1059,1079,941,168,105,653,941
2013-04-15 16:57:37.604000,727,-237,772,0,0,0,9558,7723,-2373,25026,24954,24904,118,942,906,1057,944,168,107,653,944
2013-04-15 16:57:54.328000,732,-152,573,0,0,0,9663,5736,-1528,25043,24994,24928,153,1083,1041,1061,948,165,106,653,948
2013-04-15 16:58:11.152000,742,-281,856,0,0,0,9498,8563,-2818,24987,24890,24836,125,1299,1041,1274,948,163,108,654,948
2013-04-15 16:58:27.876000,757,-274,734,0,0,0,9563,8291,-2741,24978,24935,24860,125,1150,1115,1139,950,161,107,652,950
2013-04-15 16:58:44.329000,764,-205,701,0,0,0,9601,7011,-2057,24965,24891,24860,113,1304,1255,1139,952,162,107,653,952
2013-04-15 16:59:01.624000,759,-139,565,0,0,0,9710,5652,-1391,24930,24890,24847,93,900,866,880,955,161,105,655,955
2013-04-15 16:59:18.949000,713,-174,645,0,0,0,9652,6456,-1747,24906,24866,24811,92,828,799,814,957,165,107,652,957
2013-04-15 16:59:35.974000,659,-174,562,0,0,0,9696,5623,-1417,24859,24826,24798,95,856,823,841,955,166,106,655,955
2013-04-15 17:00:00.809000,584,-118,512,0,0,0,9742,5129,-1187,24820,24796,24769,84,756,724,866,952,163,107,656,952
2013-04-15 17:00:23.542000,621,-206,707,0,0,0,9594,7150,-2068,24764,24731,24676,108,1240,1192,1225,949,163,105,655,949
2013-04-15 17:01:05.502000,624,-123,529,0,0,0,9738,5292,-1233,24662,24627,24598,81,722,690,704,946,165,107,654,946
2013-04-15 17:01:22.327000,573,-105,476,0,0,0,9762,4766,-1059,24625,24607,24572,77,734,701,718,943,162,106,654,943
2013-04-15 17:01:39.151000,550,-80,423,0,0,0,9776,3970,-804,24574,24550,24524,67,574,545,556,940,166,108,652,940
2013-04-15 17:01:55.875000,547,-223,739,0,0,0,9573,7396,-2232,24655,24614,24586,111,994,952,993,937,165,107,652,937
2013-04-15 17:02:12.699000,594,-122,515,0,0,0,9729,5157,-1226,24655,24626,24592,82,735,702,715,936,165,108,655,936
2013-04-15 17:02:29.323000,604,-170,634,0,0,0,9656,6347,-1709,24723,24666,24631,91,1030,988,1013,933,162,107,652,933
2013-04-15 17:02:46.047000,654,-244,788,0,0,0,9550,7889,-2448,24731,24677,24645,107,1140,1099,1273,936,165,106,654,936
2013-04-15 17:03:54.646000,656,-101,465,0,0,0,9771,4655,-1011,24627,24606,24519,85,750,520,735,937,160,108,649,937
2013-04-15 17:04:11.370000,611,-227,751,0,0,0,9568,7500,-2278,24694,24655,24606,109,1180,1129,994,935,159,106,655,935
2013-04-15 17:04:27.994000,602,-227,580,0,0,0,9687,5800,-1484,24557,24594,24561,101,867,825,608,935,162,109,654,935
2013-04-15 17:04:44.618000,596,-186,669,0,0,0,9631,6694,-1868,24634,24625,24569,98,1023,976,1007,933,165,107,653,933
2013-04-15 17:05:01.342000,634,-223,665,0,0,0,9645,7404,-2236,24594,24568,24535,109,1025,975,1005,934,165,107,653,934
2013-04-15 17:05:17.815000,659,-170,636,0,0,0,9660,6364,-1701,24550,24558,24522,99,1139,1078,1121,933,164,107,651,933
2013-04-15 17:05:34.589000,650,-128,537,0,0,0,9727,5376,-1280,24675,24700,24522,90,791,742,778,934,162,107,654,934
2013-04-15 17:05:51.514000,603,-155,592,0,0,0,9693,6079,-1558,24687,24714,24679,91,885,833,873,932,168,106,647,932
2013-04-15 17:06:08.238000,603,-114,505,0,0,0,9751,5053,-1147,24673,24691,24647,89,781,735,762,929,164,106,653,929
2013-04-15 17:06:24.862000,561,-114,671,0,0,0,9614,6718,-1922,24690,24720,24692,93,930,874,917,929,162,107,652,929
2013-04-15 17:06:41.486000,613,-145,582,0,0,0,9702,5823,-1452,24682,24703,24663,94,848,795,834,928,162,106,651,928
2013-04-15 17:06:58.210000,646,-189,760,0,0,0,9569,6785,-1899,24733,24744,24700,123,1211,1152,1198,927,164,106,654,927
2013-04-15 17:07:21.944000,693,-205,705,0,0,0,9618,7036,-2059,24715,24736,24688,102,1026,969,1013,929,164,107,654,929
2013-04-15 17:07:39.269000,680,-177,657,0,0,0,9654,6570,-1774,24697,24738,24698,102,1005,951,1080,932,162,108,653,932
