timestamp,@GV.HRR_kWLastMinAve,@GV.HRR_kVAR,@GV.HRR_kW,@GV.SD_04,@GV.SD_05,@GV.SD_38,@GV.primaryLovatoReadings.EqvPowerFactor,@GV.primaryLovatoReadings.EqvActivePower,@GV.primaryLovatoReadings.EqvReactivePower,@GV.primaryLovatoReadings.L1PhaseVoltage,@GV.primaryLovatoReadings.L2PhaseVoltage,@GV.primaryLovatoReadings.L3PhaseVoltage,@GV.HRR_WTCorrectedWindSpeed,@GV.primaryLovatoReadings.L1Current,@GV.primaryLovatoReadings.L2Current,@GV.primaryLovatoReadings.L3Current,@GV.HRR_GeneratorWindingTemp,@GV.HRR_NacelleAirTemp,@GV.HRR_OutsideAirTemp,@GV.HRR_GearboxOilTemp,@GV.HRR_GeneratorWindingTemp
2013-04-15 16:16:31.257000,778,-212,679,0,0,0,9595,7252,-2129,23965,23978,23834,180,1000,982,1022,1541,166,107,653,1541
2013-04-15 16:16:48.081000,782,-239,749,0,0,0,9602,7571,-2393,23962,23980,23828,167,1061,1040,1081,1539,166,106,653,1539
2013-04-15 16:17:04.905000,763,-233,638,0,0,0,9682,7703,-2331,23982,23985,23849,182,976,955,989,1537,169,106,653,1537
2013-04-15 16:17:22.030000,762,-209,727,0,0,0,9609,7276,-2097,23985,24006,23845,125,1079,1061,1243,1537,167,106,653,1537
2013-04-15 16:17:38.854000,768,-239,765,0,0,0,9546,7651,-2393,23985,23974,23827,163,1075,1053,1090,1538,168,106,654,1538
2013-04-15 16:17:55.268000,776,-267,828,0,0,0,9514,8287,-2678,23967,23990,23831,174,1084,1062,1106,1538,173,107,654,1538
2013-04-15 16:18:11.902000,798,-217,745,0,0,0,9599,7458,-2176,23973,23998,23831,155,1147,1128,999,1539,177,106,654,1539
2013-04-15 16:18:28.726000,796,-255,806,0,0,0,9534,8069,-2550,23999,24022,23860,145,1009,972,1026,1539,171,107,654,1539
2013-04-15 16:18:45.550000,796,-251,796,0,0,0,9536,7966,-2513,23963,23952,23778,189,1175,1158,1192,1538,171,106,654,1538
2013-04-15 16:20:00.558000,799,-227,821,0,0,0,9541,7561,-2270,24001,24022,23867,178,1174,1146,1189,1541,170,109,654,1541
2013-04-15 16:20:17.282000,785,-220,754,0,0,0,9598,7546,-2203,23979,24010,23870,163,1237,1209,1121,1541,172,109,653,1541
2013-04-15 16:20:34.106000,781,-188,691,0,0,0,9647,6910,-1886,24009,24032,23889,153,1035,1006,1049,1540,170,107,654,1540
2013-04-15 16:20:50.610000,780,-226,585,0,0,0,9727,7446,-2268,24010,24038,23919,183,811,787,823,1541,167,105,654,1541
2013-04-15 16:21:07.454000,776,-232,766,0,0,0,9570,7663,-2320,24034,24031,23901,146,1120,1091,1324,1538,170,107,653,1538
2013-04-15 16:21:24.278000,790,-168,651,0,0,0,9681,6511,-1683,23988,23996,23853,169,1310,1284,1326,1539,171,109,654,1539
2013-04-15 16:21:41.103000,791,-215,733,0,0,0,9595,7334,-2154,24017,24011,23869,162,1232,1199,1244,1539,174,110,655,1539
2013-04-15 16:21:57.927000,812,-300,878,0,0,0,9447,8800,-3005,24008,24010,23880,162,1221,1186,1232,1541,169,107,654,1541
2013-04-15 16:22:14.751000,809,-239,813,0,0,0,9512,7941,-2393,24028,24048,23897,166,1256,1227,1272,1540,170,106,652,1540
2013-04-15 16:22:31.375000,810,-384,971,0,0,0,9305,9716,-3844,24028,24034,23890,142,1330,1296,988,1540,172,109,654,1540
2013-04-15 16:22:48.299000,813,-268,838,0,0,0,9521,8388,-2688,24043,24061,23899,151,1252,1226,1269,1542,174,107,653,1542
2013-04-15 16:23:10.942000,799,-278,851,0,0,0,9471,8530,-2782,24055,24067,23905,135,1230,1201,1248,1544,174,109,654,1544
2013-04-15 16:23:29.258000,821,-287,788,0,0,0,9569,8560,-2878,24109,24136,23990,154,1143,1115,1160,1543,174,109,654,1543
2013-04-15 16:23:46.182000,830,-264,820,0,0,0,9517,8203,-2645,24144,24155,24011,172,1207,1170,1221,1546,174,111,653,1546
2013-04-15 16:24:03.407000,836,-225,773,0,0,0,9602,7737,-2255,24134,24143,23994,128,1304,1280,1324,1548,177,109,654,1548
2013-04-15 16:24:20.131000,826,-261,825,0,0,0,9490,8308,-2614,24090,24113,23956,161,1170,1149,1190,1548,172,107,654,1548
2013-04-15 16:24:37.156000,629,0,0,0,0,1,-72,0,0,23758,23884,23821,132,0,0,0,1545,169,106,654,1545
2013-04-15 16:24:53.980000,393,0,0,0,0,1,37,0,0,23782,23893,23820,178,0,0,0,1548,166,111,653,1548
2013-04-15 16:25:10.804000,180,0,0,0,0,1,-228,0,0,23746,23872,23804,154,0,0,0,1547,164,109,654,1547
2013-04-15 16:25:27.628000,0,0,0,0,0,1,-215,0,0,23744,23869,23761,163,0,0,0,1541,161,110,653,1541
2013-04-15 16:25:44.453000,0,0,0,0,0,1,-161,0,0,23704,23831,23762,153,0,0,0,1530,161,108,654,1530
2013-04-15 16:26:01.177000,0,0,0,0,0,1,-292,0,0,23731,23842,23765,166,0,0,0,1530,162,110,653,1530
2013-04-15 16:26:17.901000,0,0,0,0,0,1,120,0,0,23717,23844,23761,163,0,0,0,1504,161,111,653,1504
2013-04-15 16:26:34.625000,0,0,0,0,0,1,119,0,0,23754,23862,23793,146,0,0,0,1490,159,108,653,1490
2013-04-15 16:26:51.138000,0,0,0,0,0,1,60,0,0,23691,23805,23748,117,0,0,0,1475,160,107,653,1475
2013-04-15 16:27:08.273000,0,0,0,0,0,1,-159,0,0,23711,23813,23781,123,0,0,0,1461,159,108,652,1461
2013-04-15 16:27:24.997000,0,0,0,0,0,1,-436,0,0,23706,23825,23789,159,0,0,0,1446,159,105,650,1446
2013-04-15 16:27:43.824000,0,0,0,0,0,1,-343,0,0,23706,23801,23801,133,0,0,0,1429,160,109,651,1429
2013-04-15 16:28:00.849000,0,0,0,0,0,1,40,0,0,23699,23812,23789,148,0,0,0,1417,159,108,651,1417
2013-04-15 16:28:17.473000,0,0,0,0,0,1,-658,0,0,23713,23825,23809,144,0,0,0,1403,156,106,649,1403
2013-04-15 16:28:34.297000,0,0,0,0,0,1,-374,0,0,23702,23820,23813,126,0,0,0,1389,156,106,650,1389
2013-04-15 16:28:51.121000,0,0,0,0,0,1,124,0,0,23739,23866,23867,154,0,0,0,1377,156,105,649,1377
2013-04-15 16:29:07.945000,0,0,0,0,0,1,-682,0,0,23738,23860,23858,123,0,0,0,1364,156,108,648,1364
2013-04-15 16:29:29.096000,0,0,0,0,0,1,-328,0,0,23754,23880,23872,120,0,0,0,1350,159,106,648,1350
2013-04-15 16:29:46,0,0,0,0,0,1,277,0,0,23747,23856,23871,125,0,0,0,1339,160,106,648,1339
2013-04-15 16:30:29.863000,0,0,0,0,0,1,38,0,0,23753,23872,23893,131,0,0,0,1312,158,108,646,1312
2013-04-15 16:31:56.498000,0,0,0,0,0,1,22,0,0,23567,23723,23699,155,0,0,0,1268,153,104,644,1268
2013-04-15 16:32:58.577000,0,0,0,0,0,1,-48,0,0,23592,23697,23682,124,0,0,0,1240,155,107,642,1240
2013-04-15 16:33:23.012000,0,0,0,0,0,1,-130,0,0,23600,23717,23690,122,0,0,0,1233,154,106,641,1233
2013-04-15 16:33:40.036000,0,0,0,0,0,1,-294,0,0,23597,23706,23705,126,0,0,0,1223,155,106,640,1223
2013-04-15 16:33:58.062000,0,0,0,0,0,1,424,0,0,23548,23672,23666,124,0,0,0,1217,154,105,639,1217
2013-04-15 16:34:48.034000,0,0,0,0,0,1,662,0,0,23719,23858,23839,129,0,0,0,1198,156,105,638,1198
2013-04-15 16:36:14.959000,0,0,0,0,0,1,-370,0,0,23672,23804,23766,152,0,0,0,1171,155,108,636,1171
2013-04-15 16:37:01.526000,0,0,0,0,0,1,21,0,0,23690,23828,23806,122,0,0,0,1159,153,106,634,1159
2013-04-15 16:37:18.350000,0,0,0,0,0,1,-109,0,0,23690,23812,23798,128,0,0,0,1155,152,107,632,1155
2013-04-15 16:37:35.185000,0,0,0,0,0,1,-49,0,0,23681,23842,23815,145,0,0,0,1150,151,105,631,1150
2013-04-15 16:37:51.999000,0,0,0,0,0,1,233,0,0,23642,23803,23774,148,0,0,0,1146,150,107,631,1146
2013-04-15 16:38:08.442000,0,0,0,0,0,1,-296,0,0,23679,23831,23796,134,0,0,0,1146,152,106,630,1146
2013-04-15 16:38:24.886000,0,0,0,0,0,1,439,0,0,23668,23839,23779,180,0,0,0,1139,154,106,629,1139
2013-04-15 16:38:41.870000,0,0,0,0,0,1,-301,0,0,23651,23812,23760,153,0,0,0,1136,154,106,628,1136
2013-04-15 16:38:58.695000,0,0,0,0,0,1,-168,0,0,23664,23828,23763,141,0,0,0,1131,156,105,626,1131
2013-04-15 16:39:22.128000,0,0,0,0,0,1,-233,0,0,23657,23800,23744,164,0,0,0,1126,153,108,625,1126
2013-04-15 16:39:40.555000,0,0,0,0,0,1,-123,0,0,23589,23751,23693,134,0,0,0,1124,153,108,624,1124
2013-04-15 16:39:57.379000,0,0,0,0,0,1,107,0,0,23679,23822,23798,137,0,0,0,1119,152,108,624,1119
2013-04-15 16:40:14.203000,0,0,0,0,0,1,76,0,0,23683,23834,23803,119,0,0,0,1115,151,108,622,1115
2013-04-15 16:40:30.667000,0,0,0,0,0,1,-370,0,0,23683,23823,23802,125,0,0,0,1112,150,107,620,1112
2013-04-15 16:40:47.110000,0,0,0,0,0,1,-265,0,0,23657,23789,23771,139,0,0,0,1109,149,107,620,1109
2013-04-15 16:41:03.774000,0,0,0,0,0,1,23,0,0,23661,23785,23783,110,0,0,0,1105,150,107,618,1105
2013-04-15 16:41:20.599000,0,0,0,0,0,1,269,0,0,23690,23803,23790,123,0,0,0,1104,151,107,618,1104
2013-04-15 16:41:37.523000,0,0,0,0,0,1,-42,0,0,23691,23808,23777,117,0,0,0,1100,149,107,617,1100
2013-04-15 16:41:54.247000,0,0,0,0,0,1,-47,0,0,23691,23799,23775,121,0,0,0,1096,150,106,615,1096
2013-04-15 16:42:10.851000,0,0,0,0,0,1,324,0,0,23680,23820,23776,128,0,0,0,1094,149,107,614,1094
2013-04-15 16:42:27.495000,0,0,0,0,0,1,-144,0,0,23695,23841,23795,95,0,0,0,1090,148,105,614,1090
2013-04-15 16:43:59.227000,0,0,0,0,0,1,-354,0,0,23680,23826,23778,154,0,0,0,1075,150,106,606,1075
2013-04-15 16:44:15.951000,0,0,0,0,0,1,248,0,0,23684,23839,23786,122,0,0,0,1073,149,105,606,1073
2013-04-15 16:44:32.515000,0,0,0,0,0,1,47,0,0,23684,23832,23778,121,0,0,0,1070,150,105,604,1070
2013-04-15 16:44:49.078000,0,0,0,0,0,1,-144,0,0,23659,23835,23761,158,0,0,0,1067,149,107,604,1067
2013-04-15 16:45:05.923000,0,0,0,0,0,1,70,0,0,23644,23809,23727,144,0,0,0,1065,148,105,602,1065
2013-04-15 16:45:22.947000,0,0,0,0,0,1,137,0,0,23639,23810,23726,156,0,0,0,1061,150,106,602,1061
2013-04-15 16:45:39.671000,0,0,0,0,0,1,-190,0,0,23676,23835,23759,165,0,0,0,1059,148,106,602,1059
2013-04-15 16:45:56.395000,0,0,0,0,0,1,117,0,0,23684,23831,23769,154,0,0,0,1055,150,106,600,1055
2013-04-15 16:46:13.520000,0,0,0,0,0,1,-41,0,0,23651,23798,23754,136,0,0,0,1054,150,105,598,1054
2013-04-15 16:46:30.094000,0,0,0,0,0,1,-41,0,0,23664,23800,23732,123,0,0,0,1051,150,105,597,1051
2013-04-15 16:46:46.968000,0,0,0,0,0,1,-37,0,0,23664,23786,23738,157,0,0,0,1049,151,104,597,1049
2013-04-15 16:47:32.533000,0,0,0,0,0,1,-289,0,0,23633,23761,23725,146,0,0,0,1042,149,106,594,1042
2013-04-15 16:47:49.358000,0,0,0,0,0,1,-24,0,0,23603,23746,23708,113,0,0,0,1039,147,107,593,1039
2013-04-15 16:48:05.811000,0,0,0,0,0,1,-98,0,0,23622,23758,23720,118,0,0,0,1036,149,105,593,1036
2013-04-15 16:48:22.295000,0,0,0,0,0,1,-242,0,0,23612,23774,23723,153,0,0,0,1035,147,106,592,1035
2013-04-15 16:48:39.129000,0,0,0,0,0,1,-218,0,0,23617,23766,23732,161,0,0,0,1032,147,107,590,1032
2013-04-15 16:48:55.753000,0,0,0,0,0,1,96,0,0,23601,23745,23696,150,0,0,0,1032,147,105,589,1032
2013-04-15 16:49:12.377000,0,0,0,0,0,1,-261,0,0,23601,23734,23693,145,0,0,0,1026,148,105,588,1026
2013-04-15 16:49:29.001000,0,0,0,0,0,1,312,0,0,23565,23743,23674,158,0,0,0,1025,150,105,587,1025
2013-04-15 16:49:45.825000,0,0,0,0,0,1,128,0,0,23570,23730,23680,140,0,0,0,1023,147,105,587,1023
2013-04-15 16:50:02.649000,0,0,0,0,0,1,35,0,0,23548,23703,23665,175,0,0,0,1020,147,105,585,1020
2013-04-15 16:50:19.674000,0,0,0,0,0,1,-262,0,0,23528,23692,23660,129,0,0,0,1017,146,106,584,1017
2013-04-15 16:50:36.398000,0,0,0,0,0,1,55,0,0,23510,23675,23650,143,0,0,0,1015,146,106,583,1015
2013-04-15 16:50:53.122000,0,0,0,0,0,1,72,0,0,23534,23701,23662,150,0,0,0,1012,145,105,583,1012
2013-04-15 16:51:10.857000,0,0,0,0,0,1,-111,0,0,23546,23720,23673,142,0,0,0,1010,148,106,582,1010
2013-04-15 16:51:52.808000,0,0,0,0,0,1,150,0,0,23509,23667,23624,150,0,0,0,1004,148,106,579,1004
2013-04-15 16:52:09.532000,0,0,0,0,0,1,-73,0,0,23510,23665,23635,131,0,0,0,1002,146,105,578,1002
2013-04-15 16:52:26.156000,0,0,0,0,0,1,-128,0,0,23524,23682,23637,158,0,0,0,999,146,107,577,999
2013-04-15 16:52:42.980000,0,0,0,0,0,1,-29,0,0,23543,23691,23660,115,0,0,0,998,146,104,576,998
2013-04-15 16:53:00.405000,0,0,0,0,0,1,3,0,0,23531,23674,23658,120,0,0,0,995,146,105,576,995
2013-04-15 16:53:16.919000,0,0,0,0,0,1,4,0,0,23532,23661,23624,118,0,0,0,992,146,105,573,992
2013-04-15 16:53:33.553000,0,0,0,0,0,1,-128,0,0,23522,23676,23660,112,0,0,0,990,147,104,574,990
2013-04-15 16:53:50.146000,0,0,0,0,0,1,-79,0,0,23555,23724,23681,147,0,0,0,986,148,106,572,986
2013-04-15 16:54:06.901000,0,0,0,0,0,1,-86,0,0,23503,23701,23667,151,0,0,0,986,147,105,571,986
2013-04-15 16:54:23.725000,0,0,0,0,0,1,-237,0,0,23539,23706,23654,153,0,0,0,983,147,107,570,983
2013-04-15 16:54:40.649000,0,0,0,0,0,1,103,0,0,23499,23650,23620,146,0,0,0,981,146,106,570,981
2013-04-15 16:54:57.573000,0,0,0,0,0,1,-63,0,0,23551,23683,23651,142,0,0,0,979,147,105,568,979
2013-04-15 16:55:14.297000,0,0,0,0,0,1,-53,0,0,23577,23713,23684,128,0,0,0,976,149,106,567,976
2013-04-15 16:55:38.532000,0,0,0,0,0,1,-100,0,0,23583,23718,23680,158,0,0,0,972,148,105,566,972
2013-04-15 16:55:55.557000,0,0,0,0,0,1,121,0,0,23592,23721,23690,154,0,0,0,970,147,105,565,970
2013-04-15 16:56:12.281000,0,0,0,0,0,1,-41,0,0,23600,23731,23691,144,0,0,0,966,146,106,564,966
2013-04-15 16:56:29.005000,0,0,0,0,0,1,-17,0,0,23580,23731,23693,124,0,0,0,965,145,105,563,965
2013-04-15 16:56:45.629000,0,0,0,0,0,1,-256,0,0,23577,23719,23676,157,0,0,0,963,144,106,562,963
2013-04-15 16:57:02.253000,0,0,0,0,0,1,5,0,0,23503,23685,23611,160,0,0,0,961,145,106,562,961
2013-04-15 16:57:18.706000,0,0,0,0,0,1,-81,0,0,23534,23695,23597,147,0,0,0,959,145,104,561,959
2013-04-15 16:57:35.801000,0,0,0,0,0,1,86,0,0,23484,23661,23586,145,0,0,0,956,146,107,561,956
2013-04-15 16:57:52.355000,0,0,0,0,0,1,269,0,0,23478,23644,23586,114,0,0,0,954,145,105,560,954
2013-04-15 16:58:09.049000,0,0,0,0,0,1,-249,0,0,23446,23622,23563,143,0,0,0,954,145,106,559,954
2013-04-15 16:58:25.973000,0,0,0,0,0,1,-186,0,0,23446,23606,23557,154,0,0,0,950,145,104,557,950
2013-04-15 16:58:42.697000,0,0,0,0,0,1,95,0,0,23426,23566,23526,146,0,0,0,948,145,106,558,948
2013-04-15 16:58:59.521000,0,0,0,0,0,1,-49,0,0,23482,23604,23561,123,0,0,0,945,144,105,556,945
2013-04-15 17:00:57.491000,0,0,0,0,0,1,-76,0,0,23253,23445,23430,118,0,0,0,930,145,105,550,930
2013-04-15 17:01:14.215000,0,0,0,0,0,1,-59,0,0,23203,23400,23379,160,0,0,0,926,144,106,549,926
2013-04-15 17:01:31.039000,0,0,0,0,0,1,-81,0,0,23198,23408,23386,153,0,0,0,924,146,107,549,924
2013-04-15 17:01:47.863000,0,0,0,0,0,1,-211,0,0,23276,23484,23468,155,0,0,0,922,143,106,548,922
2013-04-15 17:02:04.688000,0,0,0,0,0,1,-15,0,0,23380,23591,23576,112,0,0,0,920,143,106,547,920
2013-04-15 17:02:21.382000,0,0,0,0,0,1,20,0,0,23329,23540,23508,128,0,0,0,918,144,106,545,918
2013-04-15 17:02:38.136000,0,0,0,0,0,1,-11,0,0,23338,23550,23536,116,0,0,0,917,145,106,546,917
2013-04-15 17:02:54.860000,0,0,0,0,0,1,-185,0,0,23480,23701,23693,122,0,0,0,914,144,106,544,914
2013-04-15 17:03:12.385000,0,0,0,0,0,1,52,0,0,23451,23660,23661,125,0,0,0,912,143,107,545,912
2013-04-15 17:03:36.720000,0,0,0,0,0,1,-173,0,0,23614,23830,23814,141,0,0,0,908,143,107,545,908
2013-04-15 17:04:18.380000,0,0,0,0,0,1,-86,0,0,23567,23770,23770,160,0,0,0,904,143,105,541,904
2013-04-15 17:04:35.204000,0,0,0,0,0,1,141,0,0,23554,23778,23782,131,0,0,0,902,143,105,539,902
2013-04-15 17:04:52.028000,0,0,0,0,0,1,-133,0,0,23548,23774,23745,122,0,0,0,899,142,105,539,899
2013-04-15 17:05:08.852000,0,0,0,0,0,1,-259,0,0,23452,23677,23697,138,0,0,0,898,142,107,538,898
2013-04-15 17:05:25.576000,0,0,0,0,0,1,-163,0,0,23460,23688,23688,164,0,0,0,895,143,106,538,895
2013-04-15 17:05:42.200000,0,0,0,0,0,1,54,0,0,23470,23697,23710,132,0,0,0,894,143,105,537,894
2013-04-15 17:05:59.225000,0,0,0,0,0,1,103,0,0,23483,23692,23689,138,0,0,0,892,141,105,536,892
2013-04-15 17:06:15.678000,0,0,0,0,0,1,-70,0,0,23490,23689,23705,164,0,0,0,890,143,106,537,890
2013-04-15 17:06:32.372000,0,0,0,0,0,1,-444,0,0,23488,23697,23712,158,0,0,0,889,142,106,534,889
2013-04-15 17:06:49.016000,0,0,0,0,0,1,286,0,0,23480,23644,23664,141,0,0,0,887,143,103,534,887
2013-04-15 17:07:34.762000,0,0,0,0,0,1,147,0,0,23485,23681,23695,137,0,0,0,882,143,105,532,882
2013-04-15 17:07:52.888000,0,0,0,0,0,1,31,0,0,23444,23619,23638,142,0,0,0,879,142,106,531,879
2013-04-15 17:08:09.432000,0,0,0,0,0,1,-406,0,0,23456,23669,23664,134,0,0,0,877,142,105,530,877
2013-04-15 17:08:26.637000,0,0,0,0,0,1,-162,0,0,23479,23678,23686,147,0,0,0,875,143,104,528,875
2013-04-15 17:08:43.151000,0,0,0,0,0,1,-365,0,0,23453,23644,23643,158,0,0,0,874,142,106,528,874
2013-04-15 17:08:59.885000,0,0,0,0,0,1,-83,0,0,23465,23659,23643,150,0,0,0,872,143,105,527,872
2013-04-15 17:09:16.458000,0,0,0,0,0,1,-87,0,0,23437,23662,23633,128,0,0,0,869,141,106,527,869
2013-04-15 17:09:33.233000,0,0,0,0,0,1,-174,0,0,23389,23620,23594,136,0,0,0,867,140,106,526,867
2013-04-15 17:09:49.957000,0,0,0,0,0,1,-146,0,0,23409,23637,23615,137,0,0,0,866,141,105,525,866
